grade,subject,chapter,step_title,sections_found,sections_total,missing_sections,overall_score,critical,high,audited_at
Grade 10,Maths,Exemplar: Statistics and Probability,Worked examples,6,8,introduction;summary,38,3,5,2026-06-29T11:19:25.892068+00:00
Grade 10,Maths,Exemplar: Statistics and Probability,Exam-style problems,7,8,introduction,62,1,4,2026-06-29T11:19:25.894467+00:00
Grade 10,Maths,Exemplar: Statistics and Probability,Exam preparation,7,8,introduction,44,4,3,2026-06-29T11:19:25.897485+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Exam preparation,7,8,introduction,44,1,8,2026-06-29T11:19:25.898874+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Worked examples,7,8,introduction,44,2,5,2026-06-29T11:19:25.900585+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Concept introduction,7,8,introduction,72,1,2,2026-06-29T11:19:25.903524+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Core explanation,6,8,introduction;summary,42,2,4,2026-06-29T11:19:25.905565+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Exam-style problems,7,8,introduction,62,1,4,2026-06-29T11:19:25.908249+00:00
Grade 10,Maths,Exemplar: Surface Areas and Volumes,Revision and recap,7,8,introduction,44,3,6,2026-06-29T11:19:25.909424+00:00
Grade 10,Maths,Exemplar: Triangles,Revision and recap,7,8,introduction,66,1,3,2026-06-29T11:19:25.912135+00:00
Grade 10,Maths,Exemplar: Triangles,Exam preparation,7,8,introduction,62,1,4,2026-06-29T11:19:25.915095+00:00
Grade 10,Maths,Exemplar: Triangles,Concept introduction,7,8,introduction,72,1,2,2026-06-29T11:19:25.917583+00:00
Grade 10,Maths,Exemplar: Triangles,Worked examples,5,8,introduction;what you will learn;step-by-step breakdown,34,3,2,2026-06-29T11:19:25.919417+00:00
Grade 10,Maths,Exemplar: Triangles,Core explanation,7,8,introduction,66,1,3,2026-06-29T11:19:25.921716+00:00
Grade 10,Maths,Exemplar: Triangles,Exam-style problems,6,8,introduction;what you will learn,48,2,3,2026-06-29T11:19:25.923682+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:25.925157+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Concept introduction,7,8,introduction,44,4,4,2026-06-29T11:19:25.926455+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Exam preparation,7,8,step-by-step breakdown,44,3,4,2026-06-29T11:19:25.927946+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:25.928908+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Worked examples,7,8,introduction,44,8,7,2026-06-29T11:19:25.930344+00:00
Grade 10,Science,Chapter 1: Chemical Reactions and Equations,Exam-style problems,7,8,introduction,44,8,4,2026-06-29T11:19:25.931986+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Exam preparation,7,8,introduction,44,5,4,2026-06-29T11:19:25.933475+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Concept introduction,8,8,,50,4,2,2026-06-29T11:19:25.934938+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Worked examples,7,8,introduction,46,3,2,2026-06-29T11:19:25.936229+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Core explanation,7,8,introduction,44,4,0,2026-06-29T11:19:25.937822+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Revision and recap,7,8,introduction,44,8,2,2026-06-29T11:19:25.939680+00:00
Grade 10,Science,Chapter 10: The Human Eye and the Colourful World,Exam-style problems,7,8,introduction,54,2,3,2026-06-29T11:19:25.941213+00:00
Grade 10,Science,Chapter 11: Electricity,Revision and recap,7,8,introduction,44,5,2,2026-06-29T11:19:25.942461+00:00
Grade 10,Science,Chapter 11: Electricity,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:25.943526+00:00
Grade 10,Science,Chapter 11: Electricity,Exam-style problems,7,8,introduction,44,4,5,2026-06-29T11:19:25.944891+00:00
Grade 10,Science,Chapter 11: Electricity,Concept introduction,8,8,,50,4,4,2026-06-29T11:19:25.946072+00:00
Grade 10,Science,Chapter 11: Electricity,Exam preparation,7,8,introduction,44,8,6,2026-06-29T11:19:25.947683+00:00
Grade 10,Science,Chapter 11: Electricity,Core explanation,7,8,introduction,44,3,4,2026-06-29T11:19:25.949192+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Core explanation,7,8,introduction,44,4,4,2026-06-29T11:19:25.950592+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Revision and recap,7,8,introduction,44,4,3,2026-06-29T11:19:25.951853+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Exam-style problems,7,8,introduction,44,3,4,2026-06-29T11:19:25.953341+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Worked examples,7,8,introduction,44,7,3,2026-06-29T11:19:25.954507+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Exam preparation,7,8,introduction,44,9,5,2026-06-29T11:19:25.956146+00:00
Grade 10,Science,Chapter 12: Magnetic Effects of Electric Current,Concept introduction,8,8,,52,3,2,2026-06-29T11:19:25.957393+00:00
Grade 10,Science,Chapter 13: Our Environment,Concept introduction,8,8,,50,4,6,2026-06-29T11:19:25.958110+00:00
Grade 10,Science,Chapter 13: Our Environment,Worked examples,7,8,introduction,44,7,5,2026-06-29T11:19:25.959954+00:00
Grade 10,Science,Chapter 13: Our Environment,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:25.960950+00:00
Grade 10,Science,Chapter 13: Our Environment,Exam preparation,7,8,introduction,44,4,6,2026-06-29T11:19:25.962325+00:00
Grade 10,Science,Chapter 13: Our Environment,Core explanation,7,8,introduction,44,4,3,2026-06-29T11:19:25.963603+00:00
Grade 10,Science,Chapter 13: Our Environment,Exam-style problems,7,8,introduction,44,7,7,2026-06-29T11:19:25.964881+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Exam-style problems,7,8,introduction,44,2,6,2026-06-29T11:19:25.966181+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Exam preparation,7,8,introduction,44,4,5,2026-06-29T11:19:25.967723+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Concept introduction,8,8,,50,3,4,2026-06-29T11:19:25.968636+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Revision and recap,7,8,introduction,44,5,4,2026-06-29T11:19:25.969686+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:25.971012+00:00
Grade 10,Science,"Chapter 2: Acids, Bases and Salts",Worked examples,7,8,introduction,44,3,4,2026-06-29T11:19:25.971986+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Worked examples,7,8,introduction,44,2,9,2026-06-29T11:19:25.973146+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Exam-style problems,7,8,introduction,44,8,7,2026-06-29T11:19:25.974640+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Concept introduction,7,8,introduction,44,7,6,2026-06-29T11:19:25.976199+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Revision and recap,7,8,introduction,44,3,5,2026-06-29T11:19:25.977481+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Core explanation,7,8,introduction,44,4,4,2026-06-29T11:19:25.978795+00:00
Grade 10,Science,Chapter 3: Metals and Non-metals,Exam preparation,7,8,introduction,44,3,6,2026-06-29T11:19:25.979796+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Worked examples,7,8,introduction,44,4,6,2026-06-29T11:19:25.980649+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Exam preparation,7,8,introduction,44,4,8,2026-06-29T11:19:25.981848+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Exam-style problems,7,8,introduction,44,3,7,2026-06-29T11:19:25.983061+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Revision and recap,7,8,introduction,44,2,6,2026-06-29T11:19:25.984457+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Core explanation,7,8,introduction,44,2,5,2026-06-29T11:19:25.986128+00:00
Grade 10,Science,Chapter 4: Carbon and Its Compounds,Concept introduction,8,8,,50,4,7,2026-06-29T11:19:25.987111+00:00
Grade 10,Science,Chapter 5: Life Processes,Exam-style problems,7,8,introduction,44,2,8,2026-06-29T11:19:25.988717+00:00
Grade 10,Science,Chapter 5: Life Processes,Worked examples,7,8,introduction,44,8,5,2026-06-29T11:19:25.990647+00:00
Grade 10,Science,Chapter 5: Life Processes,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:25.991841+00:00
Grade 10,Science,Chapter 5: Life Processes,Exam preparation,7,8,introduction,44,2,5,2026-06-29T11:19:25.993183+00:00
Grade 10,Science,Chapter 5: Life Processes,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:25.994181+00:00
Grade 10,Science,Chapter 5: Life Processes,Concept introduction,7,8,introduction,62,1,4,2026-06-29T11:19:25.995617+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Worked examples,7,8,introduction,44,4,5,2026-06-29T11:19:25.996529+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Core explanation,7,8,introduction,44,7,6,2026-06-29T11:19:25.998002+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Exam-style problems,7,8,introduction,44,1,8,2026-06-29T11:19:25.999058+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Revision and recap,7,8,introduction,56,1,5,2026-06-29T11:19:26.000756+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Concept introduction,8,8,,50,9,9,2026-06-29T11:19:26.002329+00:00
Grade 10,Science,Chapter 6: Control and Coordination,Exam preparation,7,8,introduction,44,3,3,2026-06-29T11:19:26.003971+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Exam-style problems,7,8,introduction,52,1,6,2026-06-29T11:19:26.005086+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Concept introduction,8,8,,65,0,7,2026-06-29T11:19:26.006377+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Worked examples,7,8,introduction,46,1,7,2026-06-29T11:19:26.007641+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Revision and recap,8,8,,55,2,4,2026-06-29T11:19:26.008650+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Exam preparation,8,8,,62,1,5,2026-06-29T11:19:26.010277+00:00
Grade 10,Science,Chapter 7: How do Organisms Reproduce?,Core explanation,8,8,,50,3,5,2026-06-29T11:19:26.011581+00:00
Grade 10,Science,Chapter 8: Heredity,Exam preparation,7,8,introduction,44,8,5,2026-06-29T11:19:26.013458+00:00
Grade 10,Science,Chapter 8: Heredity,Concept introduction,8,8,,50,9,7,2026-06-29T11:19:26.014860+00:00
Grade 10,Science,Chapter 8: Heredity,Worked examples,7,8,introduction,44,5,5,2026-06-29T11:19:26.015988+00:00
Grade 10,Science,Chapter 8: Heredity,Exam-style problems,7,8,introduction,44,8,4,2026-06-29T11:19:26.017480+00:00
Grade 10,Science,Chapter 8: Heredity,Revision and recap,8,8,,50,3,6,2026-06-29T11:19:26.018315+00:00
Grade 10,Science,Chapter 8: Heredity,Core explanation,7,8,introduction,44,9,6,2026-06-29T11:19:26.020022+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Revision and recap,7,8,introduction,44,2,6,2026-06-29T11:19:26.021622+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Concept introduction,8,8,,50,4,4,2026-06-29T11:19:26.022704+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Exam-style problems,7,8,introduction,44,3,3,2026-06-29T11:19:26.024276+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Worked examples,7,8,introduction,66,1,3,2026-06-29T11:19:26.026394+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.027523+00:00
Grade 10,Science,Chapter 9: Light – Reflection and Refraction,Exam preparation,7,8,introduction,44,3,3,2026-06-29T11:19:26.029170+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Exam-style problems,7,8,introduction,44,8,6,2026-06-29T11:19:26.030862+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Concept introduction,7,8,introduction,44,7,3,2026-06-29T11:19:26.032665+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Core explanation,7,8,introduction,44,7,1,2026-06-29T11:19:26.035090+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Revision and recap,7,8,introduction,44,8,3,2026-06-29T11:19:26.036659+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Worked examples,7,8,introduction,44,2,5,2026-06-29T11:19:26.038548+00:00
Grade 10,Science,"Exemplar: Acids, Bases and Salts",Exam preparation,7,8,introduction,44,9,8,2026-06-29T11:19:26.039818+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Concept introduction,7,8,introduction,44,7,1,2026-06-29T11:19:26.042245+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Revision and recap,7,8,introduction,44,7,3,2026-06-29T11:19:26.043920+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Core explanation,7,8,introduction,44,7,3,2026-06-29T11:19:26.046053+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Exam-style problems,7,8,introduction,59,2,2,2026-06-29T11:19:26.049020+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Worked examples,7,8,introduction,44,8,7,2026-06-29T11:19:26.051083+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds,Exam preparation,7,8,introduction,44,7,4,2026-06-29T11:19:26.053183+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Core explanation,7,8,introduction,44,8,6,2026-06-29T11:19:26.055388+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Concept introduction,7,8,introduction,62,1,4,2026-06-29T11:19:26.057792+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Exam-style problems,7,8,introduction,59,2,2,2026-06-29T11:19:26.060734+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Worked examples,7,8,introduction,44,9,5,2026-06-29T11:19:26.062630+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Exam preparation,7,8,introduction,44,6,7,2026-06-29T11:19:26.064538+00:00
Grade 10,Science,Exemplar: Carbon and Its Compounds (Advanced),Revision and recap,7,8,introduction,44,8,4,2026-06-29T11:19:26.066461+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Exam preparation,8,8,,50,7,1,2026-06-29T11:19:26.068557+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Worked examples,7,8,introduction,44,3,8,2026-06-29T11:19:26.069764+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Exam-style problems,7,8,introduction,44,2,7,2026-06-29T11:19:26.071066+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Concept introduction,7,8,introduction,62,1,4,2026-06-29T11:19:26.073170+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Revision and recap,7,8,introduction,49,2,4,2026-06-29T11:19:26.075927+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations,Core explanation,7,8,introduction,62,1,4,2026-06-29T11:19:26.078112+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Concept introduction,7,8,introduction,44,7,3,2026-06-29T11:19:26.080155+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Exam preparation,7,8,introduction,54,2,3,2026-06-29T11:19:26.082074+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Exam-style problems,7,8,introduction,44,7,5,2026-06-29T11:19:26.084501+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Core explanation,7,8,introduction,44,7,4,2026-06-29T11:19:26.086475+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Worked examples,7,8,introduction,44,7,3,2026-06-29T11:19:26.088880+00:00
Grade 10,Science,Exemplar: Chemical Reactions and Equations (Advanced),Revision and recap,7,8,introduction,44,8,7,2026-06-29T11:19:26.090817+00:00
Grade 10,Science,Exemplar: Control and Coordination,Core explanation,7,8,introduction,44,7,4,2026-06-29T11:19:26.092736+00:00
Grade 10,Science,Exemplar: Control and Coordination,Concept introduction,7,8,introduction,44,8,4,2026-06-29T11:19:26.094746+00:00
Grade 10,Science,Exemplar: Control and Coordination,Exam preparation,7,8,introduction,44,7,3,2026-06-29T11:19:26.096865+00:00
Grade 10,Science,Exemplar: Control and Coordination,Worked examples,7,8,introduction,44,2,5,2026-06-29T11:19:26.098425+00:00
Grade 10,Science,Exemplar: Control and Coordination,Revision and recap,7,8,introduction,44,8,6,2026-06-29T11:19:26.100371+00:00
Grade 10,Science,Exemplar: Control and Coordination,Exam-style problems,7,8,introduction,44,7,4,2026-06-29T11:19:26.102462+00:00
Grade 10,Science,Exemplar: Electricity,Core explanation,7,8,introduction,44,7,3,2026-06-29T11:19:26.104432+00:00
Grade 10,Science,Exemplar: Electricity,Exam preparation,7,8,introduction,44,7,3,2026-06-29T11:19:26.106325+00:00
Grade 10,Science,Exemplar: Electricity,Exam-style problems,7,8,introduction,49,2,4,2026-06-29T11:19:26.108244+00:00
Grade 10,Science,Exemplar: Electricity,Revision and recap,7,8,introduction,44,8,3,2026-06-29T11:19:26.110915+00:00
Grade 10,Science,Exemplar: Electricity,Concept introduction,7,8,introduction,44,7,2,2026-06-29T11:19:26.113389+00:00
Grade 10,Science,Exemplar: Electricity,Worked examples,7,8,introduction,44,8,4,2026-06-29T11:19:26.115392+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Core explanation,7,8,introduction,44,7,3,2026-06-29T11:19:26.118019+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Exam-style problems,7,8,introduction,44,2,5,2026-06-29T11:19:26.119454+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Concept introduction,7,8,introduction,44,8,5,2026-06-29T11:19:26.121155+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Exam preparation,7,8,introduction,44,8,5,2026-06-29T11:19:26.122431+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Worked examples,7,8,introduction,44,7,5,2026-06-29T11:19:26.124605+00:00
Grade 10,Science,Exemplar: Heredity and Evolution,Revision and recap,7,8,introduction,66,1,3,2026-06-29T11:19:26.126537+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Concept introduction,7,8,introduction,44,8,4,2026-06-29T11:19:26.128406+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Revision and recap,7,8,introduction,44,2,8,2026-06-29T11:19:26.129484+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Worked examples,7,8,introduction,44,8,8,2026-06-29T11:19:26.130639+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Exam-style problems,8,8,,50,8,6,2026-06-29T11:19:26.131945+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Exam preparation,8,8,,50,6,8,2026-06-29T11:19:26.133105+00:00
Grade 10,Science,Exemplar: How Do Organisms Reproduce,Core explanation,7,8,introduction,44,7,3,2026-06-29T11:19:26.135032+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Revision and recap,7,8,introduction,44,8,3,2026-06-29T11:19:26.136922+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Exam preparation,7,8,introduction,44,7,7,2026-06-29T11:19:26.138397+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Core explanation,7,8,introduction,44,8,4,2026-06-29T11:19:26.140515+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Concept introduction,7,8,introduction,44,7,4,2026-06-29T11:19:26.143185+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Worked examples,7,8,introduction,44,7,2,2026-06-29T11:19:26.145114+00:00
Grade 10,Science,Exemplar: Human Eye and the Colourful World,Exam-style problems,7,8,introduction,44,7,0,2026-06-29T11:19:26.147274+00:00
Grade 10,Science,Exemplar: Life Processes,Exam preparation,8,8,,50,8,9,2026-06-29T11:19:26.148346+00:00
Grade 10,Science,Exemplar: Life Processes,Concept introduction,7,8,introduction,49,2,4,2026-06-29T11:19:26.151624+00:00
Grade 10,Science,Exemplar: Life Processes,Revision and recap,8,8,,50,8,7,2026-06-29T11:19:26.154003+00:00
Grade 10,Science,Exemplar: Life Processes,Core explanation,7,8,introduction,44,8,4,2026-06-29T11:19:26.155863+00:00
Grade 10,Science,Exemplar: Life Processes,Exam-style problems,8,8,,50,8,8,2026-06-29T11:19:26.157260+00:00
Grade 10,Science,Exemplar: Life Processes,Worked examples,7,8,introduction,44,7,5,2026-06-29T11:19:26.158564+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Core explanation,7,8,introduction,44,7,3,2026-06-29T11:19:26.160840+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Revision and recap,7,8,introduction,44,7,3,2026-06-29T11:19:26.162805+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Worked examples,7,8,introduction,44,9,8,2026-06-29T11:19:26.164555+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Exam-style problems,7,8,introduction,44,7,5,2026-06-29T11:19:26.167059+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Concept introduction,8,8,,50,6,4,2026-06-29T11:19:26.169598+00:00
Grade 10,Science,Exemplar: Light - Reflection and Refraction,Exam preparation,8,8,,50,7,4,2026-06-29T11:19:26.171775+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Core explanation,7,8,introduction,72,1,2,2026-06-29T11:19:26.173755+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Concept introduction,7,8,introduction,44,8,2,2026-06-29T11:19:26.175988+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Exam preparation,7,8,introduction,44,7,3,2026-06-29T11:19:26.177544+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Revision and recap,7,8,introduction,44,7,5,2026-06-29T11:19:26.179618+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Worked examples,7,8,introduction,44,4,3,2026-06-29T11:19:26.182152+00:00
Grade 10,Science,Exemplar: Magnetic Effects of Electric Current,Exam-style problems,7,8,introduction,44,8,2,2026-06-29T11:19:26.184702+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Worked examples,7,8,introduction,44,7,7,2026-06-29T11:19:26.186194+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Exam preparation,7,8,introduction,44,8,8,2026-06-29T11:19:26.187184+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Revision and recap,7,8,introduction,44,8,4,2026-06-29T11:19:26.188769+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Exam-style problems,7,8,introduction,44,3,3,2026-06-29T11:19:26.189972+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Concept introduction,7,8,introduction,44,8,3,2026-06-29T11:19:26.191808+00:00
Grade 10,Science,Exemplar: Management of Natural Resources,Core explanation,7,8,introduction,44,7,1,2026-06-29T11:19:26.193905+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Exam-style problems,7,8,introduction,44,7,5,2026-06-29T11:19:26.196126+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Concept introduction,7,8,introduction,44,7,2,2026-06-29T11:19:26.198412+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Core explanation,7,8,introduction,44,7,4,2026-06-29T11:19:26.200420+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Exam preparation,7,8,introduction,44,8,6,2026-06-29T11:19:26.202205+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Worked examples,7,8,introduction,62,1,4,2026-06-29T11:19:26.204155+00:00
Grade 10,Science,Exemplar: Metals and Non-metals,Revision and recap,7,8,introduction,44,7,6,2026-06-29T11:19:26.206068+00:00
Grade 10,Science,Exemplar: Our Environment,Exam preparation,7,8,introduction,49,2,4,2026-06-29T11:19:26.207388+00:00
Grade 10,Science,Exemplar: Our Environment,Revision and recap,7,8,introduction,44,8,2,2026-06-29T11:19:26.209263+00:00
Grade 10,Science,Exemplar: Our Environment,Concept introduction,7,8,introduction,44,7,1,2026-06-29T11:19:26.211424+00:00
Grade 10,Science,Exemplar: Our Environment,Core explanation,7,8,introduction,44,7,1,2026-06-29T11:19:26.213559+00:00
Grade 10,Science,Exemplar: Our Environment,Exam-style problems,7,8,introduction,44,7,5,2026-06-29T11:19:26.214749+00:00
Grade 10,Science,Exemplar: Our Environment,Worked examples,7,8,introduction,44,8,4,2026-06-29T11:19:26.216435+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Concept introduction,7,8,introduction,62,1,4,2026-06-29T11:19:26.218019+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Exam-style problems,7,8,introduction,44,7,1,2026-06-29T11:19:26.220438+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Core explanation,7,8,introduction,44,7,1,2026-06-29T11:19:26.222420+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Exam preparation,7,8,introduction,44,7,6,2026-06-29T11:19:26.223906+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Worked examples,7,8,introduction,44,7,2,2026-06-29T11:19:26.226136+00:00
Grade 10,Science,Exemplar: Periodic Classification of Elements,Revision and recap,7,8,introduction,44,7,2,2026-06-29T11:19:26.228400+00:00
Grade 10,Science,Exemplar: Sources of Energy,Exam preparation,8,8,,62,1,5,2026-06-29T11:19:26.229896+00:00
Grade 10,Science,Exemplar: Sources of Energy,Concept introduction,8,8,,68,1,4,2026-06-29T11:19:26.232568+00:00
Grade 10,Science,Exemplar: Sources of Energy,Core explanation,7,8,introduction,44,7,5,2026-06-29T11:19:26.235449+00:00
Grade 10,Science,Exemplar: Sources of Energy,Worked examples,7,8,introduction,44,7,6,2026-06-29T11:19:26.236659+00:00
Grade 10,Science,Exemplar: Sources of Energy,Exam-style problems,7,8,introduction,44,7,5,2026-06-29T11:19:26.238453+00:00
Grade 10,Science,Exemplar: Sources of Energy,Revision and recap,7,8,introduction,44,8,4,2026-06-29T11:19:26.240331+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Revision and recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.241567+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Exam-style problems,7,8,introduction,44,4,4,2026-06-29T11:19:26.242806+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Worked examples,7,8,introduction,44,3,4,2026-06-29T11:19:26.244630+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Exam preparation,6,8,what you will learn;common mistake,38,4,4,2026-06-29T11:19:26.245619+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Concept introduction,8,8,,50,3,5,2026-06-29T11:19:26.246937+00:00
Grade 10,Social Science,Geography - Chapter 1: Resources and Development,Core explanation,7,8,introduction,44,3,5,2026-06-29T11:19:26.248480+00:00
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Exam preparation,7,8,introduction,44,3,8,2026-06-29T11:19:26.250013+00:00
