grade,subject,chapter,status,issue_count,high_count,error
Grade 12,History,Chapter 7: An Imperial Capital: Vijayanagara,OK,5,5,
Grade 12,History,"Chapter 8: Peasants, Zamindars and the State: Agrarian Society and the Mughal Empire",OK,5,5,
Grade 12,History,Chapter 9: Colonialism and the Countryside: Exploring Official Archives,OK,5,5,
Grade 12,Mathematics,Chapter 1: Relations and Functions,OK,1,0,
Grade 12,Mathematics,Chapter 10: Vector Algebra,OK,4,0,
Grade 12,Mathematics,Chapter 11: Three Dimensional Geometry,OK,10,0,
Grade 12,Mathematics,Chapter 12: Linear Programming,OK,5,0,
Grade 12,Mathematics,Chapter 13: Probability,OK,5,2,
Grade 12,Mathematics,Chapter 2: Inverse Trigonometric Functions,OK,12,0,
Grade 12,Mathematics,Chapter 3: Matrices,OK,9,0,
Grade 12,Mathematics,Chapter 4: Determinants,OK,1,0,
Grade 12,Mathematics,Chapter 5: Continuity and Differentiability,OK,4,2,
Grade 12,Mathematics,Chapter 6: Application of Derivatives,OK,4,0,
Grade 12,Mathematics,Chapter 7: Integrals,OK,3,0,
Grade 12,Mathematics,Chapter 8: Application of Integrals,OK,4,1,
Grade 12,Mathematics,Chapter 9: Differential Equations,OK,5,0,
Grade 12,Physics,Chapter 1: Electric Charges and Fields,OK,9,0,
Grade 12,Physics,Chapter 10: Wave Optics,OK,6,1,
Grade 12,Physics,Chapter 11: Dual Nature of Radiation and Matter,OK,7,2,
Grade 12,Physics,Chapter 12: Atoms,OK,10,4,
Grade 12,Physics,Chapter 13: Nuclei,OK,6,0,
Grade 12,Physics,Chapter 14: Semiconductor Electronics,OK,10,0,
Grade 12,Physics,Chapter 2: Electrostatic Potential and Capacitance,OK,8,0,
Grade 12,Physics,Chapter 3: Current Electricity,OK,10,4,
Grade 12,Physics,Chapter 4: Moving Charges and Magnetism,OK,8,0,
Grade 12,Physics,Chapter 5: Magnetism and Matter,OK,10,1,
Grade 12,Physics,Chapter 6: Electromagnetic Induction,OK,5,0,
Grade 12,Physics,Chapter 7: Alternating Current,OK,8,0,
Grade 12,Physics,Chapter 8: Electromagnetic Waves,OK,1,1,
Grade 12,Physics,Chapter 9: Ray Optics and Optical Instruments,OK,2,1,
Grade 12,Physics,Uploaded Book Content,OK,0,0,
Grade 12,Political Science,Chapter 1: The End of Bipolarity,OK,5,0,
Grade 12,Political Science,Chapter 10: Politics of Planned Development,OK,5,1,
Grade 12,Political Science,Chapter 11: India's External Relations,OK,10,5,
Grade 12,Political Science,Chapter 12: Challenges to and Restoration of the Congress System,OK,5,0,
Grade 12,Political Science,Chapter 13: The Crisis of Democratic Order,OK,2,2,
Grade 12,Political Science,Chapter 14: Regional Aspirations,OK,4,4,
Grade 12,Political Science,Chapter 15: Recent Developments in Indian Politics,OK,1,0,
Grade 12,Political Science,Chapter 2: Contemporary Centres of Power,OK,5,4,
Grade 12,Political Science,Chapter 3: Contemporary South Asia,OK,1,1,
Grade 12,Political Science,Chapter 4: International Organisations,OK,5,0,
Grade 12,Political Science,Chapter 5: Security in the Contemporary World,OK,5,0,
Grade 12,Political Science,Chapter 6: Environment and Natural Resources,OK,5,5,
Grade 12,Political Science,Chapter 7: Globalisation,OK,2,0,
Grade 12,Political Science,Chapter 8: Challenges of Nation Building,OK,3,0,
Grade 12,Political Science,Chapter 9: Era of One-Party Dominance,OK,6,3,
