grade,subject,chapter,mode,board,cached_steps,expected_steps,milestones,quickchecks,status
Grade 7,Maths,Part 1 - Chapter 2: Arithmetic Expressions,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 1 - Chapter 3: A Peek Beyond the Point,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 1 - Chapter 4: Expressions using Letter-Numbers,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 1 - Chapter 5: Parallel and Intersecting Lines,CBSE,CBSE,4,4,4,1,stored
Grade 7,Maths,Part 1 - Chapter 6: Number Play,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 1 - Chapter 7: A Tale of Three Intersecting Lines,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 1 - Chapter 8: Working with Fractions,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 1: Geometric Twins,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 2: Operations with Integers,CBSE,CBSE,4,4,4,1,stored
Grade 7,Maths,Part 2 - Chapter 3: Finding Common Ground,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 4: Another Peek Beyond the Point,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 5: Connecting the Dots…,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 6: Constructions and Tilings,CBSE,CBSE,4,4,4,0,stored
Grade 7,Maths,Part 2 - Chapter 7: Finding the Unknown,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 10: Life Processes in Plants,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 11: Light: Shadows and Reflections,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,"Chapter 12: Earth, Moon, and the Sun",CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 1: The Ever-Evolving World of Science,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,"Chapter 2: Exploring Substances: Acids, Bases and Neutral",CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 3: Electricity: Circuits and Their Components,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 4: The World of Metals and Non-metals,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 5: Changes Around Us: Physical and Chemical,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 6: Adolescence: A Stage of Growth and Change,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 7: Heat Transfer in Nature,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 8: Measurement of Time and Motion,CBSE,CBSE,4,4,4,0,stored
Grade 7,Science,Chapter 9: Life Processes in Animals,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 -  Chapter 1: Geographical Diversity of India,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 10: The Constitution of India — An Introduction,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 11: From Barter to Money,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 12: Understanding Markets,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 2: Understanding the Weather,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 3: Climates of India,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 4: New Beginnings: Cities and States,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 5: The Rise of Empires,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 6: The Age of Reorganisation,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 7: The Gupta Era: An Age of Tireless Creativity,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 8: How the Land Becomes Sacred,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 1 - Chapter 9: From the Rulers to the Ruled: Types,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 1: The Story of Indian Farming,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 2: India and Her Neighbours,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 3: Empires and Kingdoms: 6th to 10th Centuries,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 4: Turning Tides: 11th and 12th Centuries,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,"Part 2 - Chapter 5: India, a Home to Many",CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,"Part 2 - Chapter 6: The State, the Government, and You",CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 7: Infrastructure: Engine of India’s Development,CBSE,CBSE,4,4,4,0,stored
Grade 7,Social Science,Part 2 - Chapter 8: Banks and the Magic of Finance,CBSE,CBSE,4,4,4,0,stored
Grade 8,English,Unit 1: Wit and Wisdom,CBSE,CBSE,4,4,4,0,stored
Grade 8,English,Unit 2: Values and Dispositions,CBSE,CBSE,4,4,4,0,stored
Grade 8,English,Unit 3: Mystery and Magic,CBSE,CBSE,4,4,4,0,stored
Grade 8,English,Unit 4: Environment,CBSE,CBSE,4,4,4,0,stored
Grade 8,English,Unit 5: Science and Curiosity,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 10: तरुण केे स्वप्न,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 1: स्वदेश,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 2: दो गौरैैयाा,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 3: एक आशीर्वाद,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 4: हरिद्वार,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 5: कबीर के दोहे,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 6: एक टोकरी भर,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 7: मत बाँधो,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 8: नए मेहेमाान,CBSE,CBSE,4,4,4,0,stored
Grade 8,Hindi,Chapter 9: आदमी का अनुपात,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Algebraic Expressions and Identities,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Comparing Quantities,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Data Handling,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Direct and Inverse Proportions,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Exponents and Powers,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Introduction to Graphs,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Linear Equation in One Variable,CBSE,CBSE,4,4,4,1,stored
Grade 8,Maths,Exemplar: Mensuration,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Playing with Numbers,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Rational Numbers,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Square-Square Root and Cube-Cube Root,CBSE,CBSE,4,4,4,1,stored
Grade 8,Maths,Exemplar: Understanding Quadrilaterals and Practical Geometry,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Exemplar: Visualising Solid Shapes,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Chapter 1: A Square and A Cube,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Chapter 2: Power Play,CBSE,CBSE,4,4,4,1,stored
Grade 8,Maths,Part 1 - Chapter 3: A Story of Numbers,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Chapter 4: Quadrilaterals,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Chapter 5: Number Play,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,"Part 1 - Chapter 6: We Distribute, Yet Things Multiply",CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Chapter 7: Proportional Reasoning,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Exemplar: Algebraic Expressions and Identities,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Exemplar: Data Handling,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Exemplar: Introduction to Graphs,CBSE,CBSE,4,4,4,1,stored
Grade 8,Maths,Part 1 - Exemplar: Linear Equation in One Variable,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Exemplar: Mensuration,CBSE,CBSE,3,4,3,0,stored
Grade 8,Maths,Part 1 - Exemplar: Playing with Numbers,CBSE,CBSE,2,4,2,0,stored
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,CBSE,CBSE,1,4,1,0,stored
Grade 8,Maths,Part 1 - Exemplar: Square-Square Root and Cube-Cube Root,CBSE,CBSE,2,4,2,2,stored
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 1 - Exemplar: Visualising Solid Shapes,CBSE,CBSE,1,4,1,0,stored
Grade 8,Maths,Part 2 - Chapter 1: Fractions in Disguise,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 2 - Chapter 2: The Baudhayana-Pythagoras Theorem,CBSE,CBSE,4,4,4,2,stored
Grade 8,Maths,Part 2 - Chapter 3: Proportional Reasoning-2,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 2 - Chapter 4: Exploring Some Geometric Themes,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 2 - Chapter 5: Tales by Dots and Lines,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 2 - Chapter 6: Algebra Play,CBSE,CBSE,4,4,4,0,stored
Grade 8,Maths,Part 2 - Chapter 7: Area,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 11: Keeping Time with the Skies,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 12: How Nature Works in Harmony,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,"Chapter 13: Our Home: Earth, a Unique Life Sustaining Planet",CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 1: Exploring the Investigative World of Science,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 2: The Invisible Living World: Beyond Our Naked Eye,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 3: Interpreting Health: The Ultimate Treasure,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 4: Electricity: Magnetic and Heating Effects,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 5: Exploring Forces,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,"Chapter 6: Pressure, Winds, Storms, and Cyclones",CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Chapter 7: Particulate Nature of Matter,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,"Chapter 8: Nature of Matter: Elements, Compounds, and Mixtures",CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,"Chapter 9: The Amazing World of Solutes, Solvents, and Solutions",CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Cell - Structure and Functions,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Chemical Effects of Electric Current,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Coal and Petroleum,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Combustion and Flame,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Conservation of Plants and Animals,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Crop Production and Management,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Force and Pressure,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Friction,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Light,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Materials: Metals and Non-Metals,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Microorganisms: Friend and Foe,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Pollution of Air and Water,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Reaching the Age of Adolescence,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Reproduction in Animals,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Some Natural Phenomena,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Sound,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Stars and the Solar System,CBSE,CBSE,4,4,4,0,stored
Grade 8,Science,Exemplar: Synthetic Fibres and Plastics,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 1: Natural Resources and Their Use,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 2: Reshaping India’s Political Map,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 3: The Rise of the Marathas,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 4: The Colonial Era in India,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 5: Universal Franchise and India’s Electoral System,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 6: The Parliamentary System: Legislature and Executive,CBSE,CBSE,4,4,4,0,stored
Grade 8,Social Science,Chapter 7: Factors of Production,CBSE,CBSE,4,4,4,0,stored
Grade 9,Advanced Mathematics,Advanced - Combinatorics,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Mathematics,Advanced - Coordinate Geometry,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Mathematics,Advanced - Exploring some more Progressions,CBSE,CBSE,6,5,5,2,stored
Grade 9,Advanced Mathematics,Advanced - Logarithms,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Mathematics,Advanced - Relations and Functions,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Mathematics,Advanced - Sets,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Chemical Bonding,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Engineering Life: Miracles in Biotechnology,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Measurement: Foundation of Science,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Microscope and Microscopy,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Mixtures and their Separation,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Newton's Laws of Motion,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Structure of Atom,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - The Geometry of Power: Advanced Simple Machines,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Understanding Motion through Experience,CBSE,CBSE,6,5,5,0,stored
Grade 9,Advanced Science,Advanced - Work and Energy,CBSE,CBSE,6,5,5,0,stored
Grade 9,English,Chapter 10: Kathmandu,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 11: If I Were You,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 12: A Visit to Kaziranga and Sivasagar,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 1: How I Taught My Grandmother to Read,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 1: The Fun They Had,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 2: The Pot Maker,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 2: The Sound of Music,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 3: The Little Girl,CBSE,CBSE,5,5,4,0,stored
Grade 9,English,Chapter 3: Winds of Change,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 4: A Truly Beautiful Mind,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 4: Vitamin-M,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 5: The Snake and the Mirror,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 5: The World of Limitless Possibilities,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 6: My Childhood,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 6: Twin Melodies,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 7: Carrier of Words,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 7: Packing,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 8: Follow That Dream,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 8: Reach for the Top,CBSE,CBSE,5,5,5,0,stored
Grade 9,English,Chapter 9: The Bond of Love,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Olympiad,Nouns,SOF,CBSE,6,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 10: The Beggar,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 1: The Lost Child,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 2: The Adventures of Toto,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 3: Iswaran the Storyteller,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 4: In the Kingdom of Fools,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 5: The Happy Prince,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 6: Weathering the Storm in Ersama,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 7: The Last Leaf,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 8: A House Is Not a Home,CBSE,CBSE,5,5,5,0,stored
Grade 9,English Supplementary Reader,Chapter 9: The Accidental Tourist,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,"अध्याय 10: भारत्त, जय, विजयकरे!",CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 11: झाँसी की रानी,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 12: घर की याद,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 1: दो बैलों की कथा,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 2:  क््या लिखू,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 3: संवादहीन,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 4: ऐसी भी बातीें होती हैं,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 5: आलखरी चट्टान तक,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 6: रीढ़ की हड्डी,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 7: मैं और मेरा देश,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 8: पद,CBSE,CBSE,5,5,5,0,stored
Grade 9,Hindi,अध्याय 9: राम-लक्षमण-परशुराम संवाद,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Chapter 1: Orienting Yourself: The Use of Coordinates,CBSE,CBSE,3,5,3,0,stored
Grade 9,Maths,Chapter 2: Introduction to Linear Polynomials,CBSE,CBSE,5,5,5,1,stored
Grade 9,Maths,Chapter 3: The World of Numbers,CBSE,CBSE,5,5,5,1,stored
Grade 9,Maths,Chapter 4: Exploring Algebraic Identities,CBSE,CBSE,4,5,4,1,stored
Grade 9,Maths,"Chapter 5: I’m Up and Down, and Round and Round",CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Chapter 6: Measuring Space: Perimeter and Area,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Chapter 7: The Mathematics of Maybe: Introduction to Probability,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Chapter 8: Predicting What Comes Next: Exploring Sequences and Progressions,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Areas of Parallelograms and Triangles,CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths,Exemplar: Constructions,CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths,Exemplar: Coordinate Geometry,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Coordinate Geometry (Advanced),CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths,Exemplar: Introduction to Euclid's Geometry,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Linear Equations in Two Variables,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Lines and Angles,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Number Systems,CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths,Exemplar: Polynomials,CBSE,CBSE,5,5,5,1,stored
Grade 9,Maths,Exemplar: Probability,CBSE,CBSE,5,5,5,0,stored
Grade 9,Maths,Exemplar: Statistics,CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths,Exemplar: Triangles,CBSE,CBSE,1,5,1,0,stored
Grade 9,Maths Olympiad,Algebraic Identities,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Area and Perimeter,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Areas of Parallelograms and Triangles,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Circles,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Constructions,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Coordinate Geometry,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Introduction to Euclid's Geometry,SOF,CBSE,6,5,5,1,stored
Grade 9,Maths Olympiad,Introduction to Probability,SOF,CBSE,6,5,5,1,stored
Grade 9,Maths Olympiad,Linear Equations in Two Variables,SOF,CBSE,6,5,5,1,stored
Grade 9,Maths Olympiad,Lines and Angles,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Logical Reasoning,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Number Systems,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Polynomials,SOF,CBSE,6,5,5,1,stored
Grade 9,Maths Olympiad,Quadrilaterals,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,SOF-IMO Model Test Paper-1,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Sequences and Progressions,SOF,CBSE,6,5,5,1,stored
Grade 9,Maths Olympiad,Statistics,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Surface Areas and Volumes,SOF,CBSE,6,5,5,0,stored
Grade 9,Maths Olympiad,Triangles,SOF,CBSE,6,5,5,0,stored
Grade 9,Science,Chapter 10: Sound Waves: Characteristics and Applications,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 11: Reproduction: How Life Continues,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 12: Patterns in Life: Diversity and Classification,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,"Chapter 13: Earth as a System: Energy, Matter, and Life",CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 1: Exploration: Entering the World of Secondary Science,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 2: Cell: The Building Block of Life,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 3: Tissues in Action,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 4: Describing Motion Around Us,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 5: Exploring Mixtures and Their Separation,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 6: How Forces Affect Motion,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,"Chapter 7: Work, Energy, and Simple Machines",CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 8: Journey Inside the Atom,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Chapter 9: Atomic Foundations of Matter,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Animals - Their Structure and Functions,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Atoms and Molecules,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Cells - Their Structure and Functions,CBSE,CBSE,2,5,2,0,stored
Grade 9,Science,Exemplar: Diversity in Living Organisms,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Force and Laws of Motion,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Gravitation,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Improvement in Food Resources,CBSE,CBSE,1,5,1,0,stored
Grade 9,Science,Exemplar: Is Matter Around Us Pure,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Matter in Our Surroundings,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Motion,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Natural Resources,CBSE,CBSE,3,5,3,0,stored
Grade 9,Science,Exemplar: Sound,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Structure of the Atom,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: The Fundamental Unit of Life,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Tissues,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Why Do We Fall Ill,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Exemplar: Work and Energy,CBSE,CBSE,5,5,5,0,stored
Grade 9,Science,Matter in Our Surroundings,CBSE,CBSE,1,5,0,0,not_convertible
Grade 9,Science Olympiad,Atoms and Molecules,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Chapter 1 - Matter in Our Surroundings,SOF,CBSE,5,5,4,0,stored
Grade 9,Science Olympiad,Chapter 2 - Is Matter Pure Around Us,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Chapter 3 - Atoms and Molecules,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Chapter 5 - Cell The Fundamental Unit of Life,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Colloids and Solutions,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Matter in Our Surroundings,SOF,CBSE,5,5,5,0,stored
Grade 9,Science Olympiad,Physical and Chemical Changes,SOF,CBSE,5,5,5,0,stored
Grade 9,Social Science,Uploaded Book Content,CBSE,CBSE,1,5,1,0,stored
